index,name,desc,size,type,subtype,alignment,armor_class,hit_points,hit_dice,hit_points_roll,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,proficiencies,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,proficiency_bonus,xp,special_abilities,actions
giant-spider,Giant Spider,"To snare its prey, a giant spider spins elaborate webs or shoots sticky strands of webbing from its abdomen. Giant spiders are most commonly found underground, making their lairs on ceilings or in dark, web-filled crevices. Such lairs are often festooned with web cocoons holding past victims.",Large,beast,,unaligned,14,26,4d10,4d10+4,30 ft.,14,16,12,2,11,4,Skill: Stealth,"","","","","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","",1,2,200,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., While in contact with a web, the spider knows the exact location of any other creature in contact with the same web., The spider ignores movement restrictions caused by webbing.","Bite, Web"
giant-toad,Giant Toad,,Large,beast,,unaligned,11,39,6d10,6d10+6,20 ft.,15,13,13,2,10,3,"","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 10}","",1,2,200,"The toad can breathe air and water, The toad's long jump is up to 20 ft. and its high jump is up to 10 ft., with or without a running start.","Bite, Swallow"
giant-vulture,Giant Vulture,"A giant vulture has advanced intelligence and a malevolent bent. Unlike its smaller kin, it will attack a wounded creature to hasten its end. Giant vultures have been known to haunt a thirsty, starving creature for days to enjoy its suffering.",Large,beast,,neutral evil,10,22,3d10,3d10+6,10 ft.,15,10,15,6,12,7,Skill: Perception,"","","","","{""passive_perception"" => 13}",understands Common but can't speak,1,2,200,"The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell., The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.","Multiattack, Beak, Talons"
giant-wasp,Giant Wasp,,Medium,beast,,unaligned,12,13,3d8,3d8,10 ft.,10,14,10,1,10,3,"","","","","","{""passive_perception"" => 10}","",0.5,2,100,Sting
giant-weasel,Giant Weasel,,Medium,beast,,unaligned,13,9,2d8,2d8,40 ft.,11,16,10,4,12,5,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","",0.125,2,25,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,Bite
giant-wolf-spider,Giant Wolf Spider,"Smaller than a giant spider, a giant wolf spider hunts prey across open ground or hides in a burrow or crevice, or in a hidden cavity beneath debris.",Medium,beast,,unaligned,13,11,2d8,2d8+2,40 ft.,12,16,13,3,12,4,"Skill: Perception, Skill: Stealth","","","","","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","",0.25,2,50,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., While in contact with a web, the spider knows the exact location of any other creature in contact with the same web., The spider ignores movement restrictions caused by webbing.",Bite
gibbering-mouther,Gibbering Mouther,,Medium,aberration,,neutral,9,67,9d8,9d8+27,10 ft.,10,8,16,3,10,6,"","","","","{""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","",2,2,450,"The ground in a 10-foot radius around the mouther is doughlike difficult terrain. Each creature that starts its turn in that area must succeed on a DC 10 Strength saving throw or have its speed reduced to 0 until the start of its next turn., The mouther babbles incoherently while it can see any creature and isn't incapacitated. Each creature that starts its turn within 20 feet of the mouther and can hear the gibbering must succeed on a DC 10 Wisdom saving throw. On a failure, the creature can't take reactions until the start of its next turn and rolls a d8 to determine what it does during its turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action or bonus action and uses all its movement to move in a randomly determined direction. On a 7 or 8, the creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack.","Multiattack, Bites, Blinding Spittle"
glabrezu,Glabrezu,,Large,fiend,demon,chaotic evil,17,157,15d10,15d10+75,40 ft.,20,15,21,19,17,16,"Saving Throw: STR, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA","","cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 13}","Abyssal, telepathy 120 ft.",9,4,5000,"The glabrezu's spellcasting ability is Intelligence (spell save DC 16). The glabrezu can innately cast the following spells, requiring no material components:
At will: darkness, detect magic, dispel magic
1/day each: confusion, fly, power word stun, The glabrezu has advantage on saving throws against spells and other magical effects.","Multiattack, Pincer, Fist"
gladiator,Gladiator,"Gladiators battle for the entertainment of raucous crowds. Some gladiators are brutal pit fighters who treat each match as a life-or-death struggle, while others are professional duelists who command huge fees but rarely fight to the death.",Medium,humanoid,any race,any alignment,16,112,15d8,15d8+45,30 ft.,18,15,16,10,12,15,"Saving Throw: STR, Saving Throw: DEX, Saving Throw: CON, Skill: Athletics, Skill: Intimidation","","","","","{""passive_perception"" => 11}",any one language (usually Common),5,3,1800,"The gladiator has advantage on saving throws against being frightened., A melee weapon deals one extra die of its damage when the gladiator hits with it (included in the attack).","Multiattack, Spear, Shield Bash"
gnoll,Gnoll,,Medium,humanoid,gnoll,chaotic evil,15,22,5d8,5d8,30 ft.,14,12,11,6,10,7,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",Gnoll,0.5,2,100,"When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.","Bite, Spear, Longbow"
goat,Goat,,Medium,beast,,unaligned,10,4,1d8,1d8,40 ft.,12,10,11,2,10,5,"","","","","","{""passive_perception"" => 10}","",0,2,10,"If the goat moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 2 (1d4) bludgeoning damage. If the target is a creature, it must succeed on a DC 10 Strength saving throw or be knocked prone., The goat has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.",Ram
goblin,Goblin,,Small,humanoid,goblinoid,neutral evil,15,7,2d6,2d6,30 ft.,8,14,10,10,8,8,Skill: Stealth,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 9}","Common, Goblin",0.25,2,50,The goblin can take the Disengage or Hide action as a bonus action on each of its turns.,"Scimitar, Shortbow"
gold-dragon-wyrmling,Gold Dragon Wyrmling,,Medium,dragon,,lawful good,17,60,8d8,8d8+24,30 ft.,19,14,17,14,11,16,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",fire,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,3,2,700,The dragon can breathe air and water.,"Bite, Breath Weapons"
gorgon,Gorgon,,Large,monstrosity,,unaligned,19,114,12d10,12d10+48,40 ft.,20,11,18,2,12,7,Skill: Perception,"","","","{""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","",5,3,1800,"If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.","Gore, Hooves, Petrifying Breath"
gray-ooze,Gray Ooze,,Medium,ooze,,unaligned,8,22,3d8,3d8+9,10 ft.,12,6,16,1,6,2,Skill: Stealth,"","acid, cold, fire","","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""deafened"", ""name"" => ""Deafened"", ""url"" => ""/api/2014/conditions/deafened""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 8}","",0.5,2,100,"The ooze can move through a space as narrow as 1 inch wide without squeezing., Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage.
The ooze can eat through 2-inch-thick, nonmagical metal in 1 round., While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.",Pseudopod
green-dragon-wyrmling,Green Dragon Wyrmling,,Medium,dragon,,lawful evil,17,38,7d8,7d8+7,30 ft.,15,12,13,14,11,13,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,2,2,450,The dragon can breathe air and water.,"Bite, Poison Breath"
green-hag,Green Hag,,Medium,fey,,neutral evil,17,82,11d8,11d8+33,30 ft.,18,12,16,13,14,14,"Skill: Arcana, Skill: Deception, Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","Common, Draconic, Sylvan",3,2,700,"The hag can breathe air and water., The hag's innate spellcasting ability is Charisma (spell save DC 12). She can innately cast the following spells, requiring no material components:

At will: dancing lights, minor illusion, vicious mockery, The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations with a successful DC 14 Wisdom (Insight) check.","Claws, Illusory Appearance, Invisible Passage"
grick,Grick,,Medium,monstrosity,,neutral,14,27,6d8,6d8,30 ft.,14,14,11,3,14,5,"","","bludgeoning, piercing, and slashing from nonmagical weapons","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 12}","",2,2,450,The grick has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,"Multiattack, Tentacles, Beak"
griffon,Griffon,,Large,monstrosity,,unaligned,12,59,7d10,7d10+21,30 ft.,18,15,16,2,13,8,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 15}","",2,2,450,The griffon has advantage on Wisdom (Perception) checks that rely on sight.,"Multiattack, Beak, Claws"
grimlock,Grimlock,,Medium,humanoid,grimlock,neutral evil,11,11,2d8,2d8+2,30 ft.,16,12,12,9,8,6,"Skill: Athletics, Skill: Perception, Skill: Stealth","","","","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}","{""blindsight"" => ""30 ft. or 10 ft. while deafened (blind beyond this radius)"", ""passive_perception"" => 13}",Undercommon,0.25,2,50,"The grimlock can't use its blindsight while deafened and unable to smell., The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell., The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.",Spiked Bone Club
guard,Guard,"Guards include members of a city watch, sentries in a citadel or fortified town, and the bodyguards of merchants and nobles.",Medium,humanoid,any race,any alignment,16,11,2d8,2d8+2,30 ft.,13,12,12,10,11,10,Skill: Perception,"","","","","{""passive_perception"" => 12}",any one language (usually Common),0.125,2,25,Spear
guardian-naga,Guardian Naga,,Large,monstrosity,,lawful good,18,127,15d10,15d10+45,40 ft.,19,18,16,16,19,18,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA","","",poison,"{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","Celestial, Common",10,4,5900,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning., The naga is an 11th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 16, +8 to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following cleric spells prepared:

- Cantrips (at will): mending, sacred flame, thaumaturgy
- 1st level (4 slots): command, cure wounds, shield of faith
- 2nd level (3 slots): calm emotions, hold person
- 3rd level (3 slots): bestow curse, clairvoyance
- 4th level (3 slots): banishment, freedom of movement
- 5th level (2 slots): flame strike, geas
- 6th level (1 slot): true seeing","Bite, Spit Poison"
gynosphinx,Gynosphinx,,Large,monstrosity,,lawful neutral,17,136,16d10,16d10+48,40 ft.,18,15,16,18,18,18,"Skill: Arcana, Skill: History, Skill: Perception, Skill: Religion","","bludgeoning, piercing, and slashing from nonmagical weapons",psychic,"{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 18}","Common, Sphinx",11,4,7200,"The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage., The sphinx's weapon attacks are magical., The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared:

- Cantrips (at will): mage hand, minor illusion, prestidigitation
- 1st level (4 slots): detect magic, identify, shield
- 2nd level (3 slots): darkness, locate object, suggestion
- 3rd level (3 slots): dispel magic, remove curse, tongues
- 4th level (3 slots): banishment, greater invisibility
- 5th level (1 slot): legend lore","Multiattack, Claw"
half-red-dragon-veteran,Half-Red Dragon Veteran,,Medium,humanoid,human,any alignment,18,65,10d8,10d8+20,30 ft.,16,13,14,10,11,10,"","",fire,"","","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 12}","Common, Draconic",5,3,1800,"Multiattack, Longsword, Shortsword, Heavy Crossbow, Fire Breath"
